symbol,base,status,kind,bars,first_bar,last_bar,ret_listing_to_end,dd_from_ath_high
SUSDUSDT,SUSD,BREAK,stablecoin,494,2020-12-04,2022-04-11,-0.011414392059553413,-0.7890277483583986
SUSHIUPUSDT,SUSHIUP,BREAK,leveraged,370,2020-12-10,2021-12-14,-0.9995179959100204,-0.9999648237831222
SUSHIDOWNUSDT,SUSHIDOWN,BREAK,leveraged,370,2020-12-10,2021-12-14,2.5884386402919146,-0.6911570247933885
XLMUPUSDT,XLMUP,BREAK,leveraged,369,2020-12-11,2021-12-14,-0.9971645274212368,-0.9995199336204512
XLMDOWNUSDT,XLMDOWN,BREAK,leveraged,369,2020-12-11,2021-12-14,-0.6257391304347826,-0.7526436781609195
GRTUSDT,GRT,TRADING,coin,2101,2020-12-17,2026-09-17,-0.8479837067209776,-0.9935224752059374
JUVUSDT,JUV,TRADING,coin,2097,2020-12-21,2026-09-17,-0.9882142857142857,-0.9931614091641723
PSGUSDT,PSG,TRADING,coin,2097,2020-12-21,2026-09-17,-0.9847340994120791,-0.9925734529381175
1INCHUSDT,1INCH,TRADING,coin,2093,2020-12-25,2026-09-17,-0.9603554935958875,-0.9884441509625641
REEFUSDT,REEF,BREAK,coin,1337,2020-12-29,2024-08-26,-0.9707071997275089,-0.9977066666666666
OGUSDT,OG,TRADING,coin,2088,2020-12-30,2026-09-17,-0.6990813354246024,-0.9144994429412701
ATMUSDT,ATM,TRADING,coin,2088,2020-12-30,2026-09-17,-0.9004625346901017,-0.9824832728279096
ASRUSDT,ASR,TRADING,coin,2088,2020-12-30,2026-09-17,-0.9134284821335555,-0.9721887550200803
CELOUSDT,CELO,TRADING,coin,2082,2021-01-05,2026-09-17,-0.9692218125363866,-0.9927626175047914
RIFUSDT,RIF,TRADING,coin,2080,2021-01-07,2026-09-17,-0.5895261845386535,-0.8354
BTCSTUSDT,BTCST,BREAK,coin,682,2021-01-13,2022-11-28,-0.9147410358565737,-0.99465
TRUUSDT,TRU,BREAK,coin,1926,2021-01-19,2026-04-28,-0.9916394038531443,-0.9978301886792453
CKBUSDT,CKB,TRADING,coin,2061,2021-01-26,2026-09-17,-0.8102404428299602,-0.9753316842815382
TWTUSDT,TWT,TRADING,coin,2060,2021-01-27,2026-09-17,0.22134570765661254,-0.8078832116788321
FIROUSDT,FIRO,BREAK,coin,1539,2021-01-29,2025-04-16,-0.9305072967338429,-0.9881422924901185
LITUSDT,LIT,BREAK,coin,1468,2021-02-04,2025-02-10,-0.7572292109132495,-0.9605341435431096
SFPUSDT,SFP,TRADING,coin,2048,2021-02-08,2026-09-17,-0.784263565891473,-0.9374606741573034
DODOUSDT,DODO,TRADING,coin,2037,2021-02-19,2026-09-17,-0.9970714859437751,-0.998177
CAKEUSDT,CAKE,TRADING,coin,2037,2021-02-19,2026-09-17,-0.8693884018168374,-0.9441483355165093
ACMUSDT,ACM,TRADING,coin,2032,2021-02-24,2026-09-17,-0.9851307372909887,-0.9895915161036921
BADGERUSDT,BADGER,BREAK,coin,1507,2021-03-02,2025-04-16,-0.9857129464704228,-0.9882588597842835
FISUSDT,FIS,BREAK,coin,1751,2021-03-03,2025-12-17,-0.9941590214067278,-0.9960860655737704
OMUSDT,OM,BREAK,coin,1821,2021-03-08,2026-03-02,-0.845674740484429,-0.9927070955926439
PONDUSDT,POND,BREAK,coin,1950,2021-03-09,2026-07-10,-0.9950968523002421,-0.9974528301886793
DEGOUSDT,DEGO,BREAK,coin,1876,2021-03-10,2026-04-28,-0.9973706451309983,-0.999193083573487
ALICEUSDT,ALICE,TRADING,coin,2013,2021-03-15,2026-09-17,-0.9937223666002902,-0.99783
LINAUSDT,LINA,BREAK,coin,1472,2021-03-18,2025-03-28,-0.9983592989289192,-0.999663
PERPUSDT,PERP,BREAK,coin,1700,2021-03-19,2025-11-12,-0.9869967752002496,-0.9952308279282717
RAMPUSDT,RAMP,BREAK,coin,470,2021-03-22,2022-07-04,-0.9108388633656628,-0.9596923076923077
SUPERUSDT,SUPER,TRADING,coin,2003,2021-03-25,2026-09-17,-0.9564882697947215,-0.9751153039832285
CFXUSDT,CFX,TRADING,coin,1999,2021-03-29,2026-09-17,-0.9664394488759971,-0.9749837837837838
EPSUSDT,EPS,BREAK,coin,403,2021-04-02,2022-05-09,-0.9757755013706536,-0.9925377777777777
AUTOUSDT,AUTO,BREAK,coin,747,2021-04-02,2023-04-18,-0.9792603812346711,-0.9891655297862665
TKOUSDT,TKO,TRADING,coin,1990,2021-04-07,2026-09-17,-0.9834209733060923,-0.99505
PUNDIXUSDT,PUNDIX,TRADING,coin,1988,2021-04-09,2026-09-17,-0.9808283595586905,-0.9890710382513661
TLMUSDT,TLM,TRADING,coin,1984,2021-04-13,2026-09-17,-0.9981056541477508,-0.9997685714285715
1INCHUPUSDT,1INCHUP,BREAK,leveraged,232,2021-04-15,2021-12-02,-0.9935774193548387,-0.9943456970740103
1INCHDOWNUSDT,1INCHDOWN,BREAK,leveraged,232,2021-04-15,2021-12-02,-0.9993353513513513,-0.9997205454545455
BTGUSDT,BTG,BREAK,coin,557,2021-04-16,2022-10-24,-0.8462329244494007,-0.8955621301775148
MIRUSDT,MIR,BREAK,coin,618,2021-04-19,2022-12-27,-0.9854984646878199,-0.9902625429553265
BARUSDT,BAR,TRADING,coin,1976,2021-04-21,2026-09-17,-0.9943908889268043,-0.9964363143631436
FORTHUSDT,FORTH,BREAK,coin,1805,2021-04-23,2026-04-01,-0.9947502491970318,-0.9959830508474576
BAKEUSDT,BAKE,BREAK,coin,1602,2021-04-30,2025-09-17,-0.9879375261469809,-0.9938847649346059
BURGERUSDT,BURGER,BREAK,coin,1429,2021-04-30,2025-03-28,-0.998291956305859,-0.9994068965517241
SLPUSDT,SLP,TRADING,coin,1967,2021-04-30,2026-09-17,-0.9972437673130193,-0.9985946327683616
SHIBUSDT,SHIB,TRADING,coin,1957,2021-05-10,2026-09-17,-0.8517022504327756,-0.9419471425344477
ICPUSDT,ICP,TRADING,coin,1956,2021-05-11,2026-09-17,-0.9927364632839757,-0.9990660609956835
ARUSDT,AR,TRADING,coin,1953,2021-05-14,2026-09-17,-0.9101396686293304,-0.9711791831357048
POLSUSDT,POLS,BREAK,coin,1161,2021-05-19,2024-07-22,-0.8582412523020257,-0.9415749525616698
MDXUSDT,MDX,BREAK,coin,1156,2021-05-24,2024-07-22,-0.9831452440275539,-0.987589928057554
MASKUSDT,MASK,TRADING,coin,1942,2021-05-25,2026-09-17,-0.9459628104330463,-0.9808245870422037
LPTUSDT,LPT,TRADING,coin,1939,2021-05-28,2026-09-17,-0.9492075193512717,-0.9864636542239685
NUUSDT,NU,BREAK,coin,258,2021-06-04,2022-02-16,0.19577650681918168,-0.8033711929393041
XVGUSDT,XVG,TRADING,coin,1930,2021-06-06,2026-09-17,-0.9111044055522028,-0.963175
ATAUSDT,ATA,BREAK,coin,1816,2021-06-07,2026-05-27,-0.999206396444656,-0.9997333333333334
GTCUSDT,GTC,TRADING,coin,1926,2021-06-10,2026-09-17,-0.9942043740573152,-0.9973539234927521
TORNUSDT,TORN,BREAK,coin,565,2021-06-11,2022-12-27,-0.9339837398373984,-0.9587524128822513
KEEPUSDT,KEEP,BREAK,coin,245,2021-06-17,2022-02-16,-0.00303030303030305,-0.4829611248966088
ERNUSDT,ERN,BREAK,coin,1358,2021-06-22,2025-03-10,-0.656274602424815,-0.9119758064516129
KLAYUSDT,KLAY,BREAK,coin,1225,2021-06-24,2024-10-30,-0.8764398936693906,-0.9714772727272727
PHAUSDT,PHA,TRADING,coin,1911,2021-06-25,2026-09-17,-0.9524767801857585,-0.9753453260520398
BONDUSDT,BOND,BREAK,coin,1114,2021-07-05,2024-07-22,-0.9372228704784131,-0.9713066666666667
MLNUSDT,MLN,BREAK,coin,1788,2021-07-05,2026-05-27,-0.9832512315270936,-0.9927597955706985
DEXEUSDT,DEXE,TRADING,coin,1883,2021-07-23,2026-09-17,-0.748639218422889,-0.9635661110212008
C98USDT,C98,TRADING,coin,1883,2021-07-23,2026-09-17,-0.9811353664917953,-0.9978184639255236
CLVUSDT,CLV,BREAK,coin,1307,2021-07-29,2025-02-24,-0.9770904836193448,-0.9881810865191147
QNTUSDT,QNT,TRADING,coin,1877,2021-07-29,2026-09-17,-0.5427293064876957,-0.8573953488372092
FLOWUSDT,FLOW,TRADING,coin,1876,2021-07-30,2026-09-17,-0.9988108786610879,-0.9992019095759618
TVKUSDT,TVK,BREAK,coin,844,2021-08-06,2023-11-27,-0.8380281690140845,-0.9017272727272727
MINAUSDT,MINA,TRADING,coin,1865,2021-08-10,2026-09-17,-0.9697559468643806,-0.9853530819868342
RAYUSDT,RAY,TRADING,coin,1865,2021-08-10,2026-09-17,-0.6518209950011902,-0.9178258426966293
FARMUSDT,FARM,BREAK,coin,1751,2021-08-11,2026-05-27,-0.9800550206327373,-0.9939482470784641
ALPACAUSDT,ALPACA,BREAK,coin,1361,2021-08-11,2025-05-02,-0.820594819315638,-0.8745317305004193
QUICKUSDT,QUICK,TRADING,coin,1859,2021-08-13,2026-09-17,-0.9999879296875,-0.9999895842696629
MBOXUSDT,MBOX,BREAK,coin,1766,2021-08-19,2026-06-19,-0.9995507060333761,-0.9998665310791915
FORUSDT,FOR,BREAK,coin,1103,2021-08-20,2024-08-26,-0.9682901554404145,-0.9788630241072045
REQUSDT,REQ,TRADING,coin,1855,2021-08-20,2026-09-17,-0.8176429567642957,-0.9524112829845314
GHSTUSDT,GHST,BREAK,coin,1639,2021-08-20,2026-02-13,-0.9497674418604651,-0.9720713731574864
WAXPUSDT,WAXP,TRADING,coin,1852,2021-08-23,2026-09-17,-0.9876837303598581,-0.9950584646670055
TRIBEUSDT,TRIBE,BREAK,coin,462,2021-08-24,2022-11-28,-0.7671896631287494,-0.8673154053520942
GNOUSDT,GNO,TRADING,coin,1845,2021-08-30,2026-09-17,-0.6334627831715209,-0.8270839694656489
XECUSDT,XEC,TRADING,coin,1841,2021-09-03,2026-09-17,-0.9770200608657847,-0.9811118484863954
ELFUSDT,ELF,BREAK,coin,1317,2021-09-08,2025-04-16,-0.7215686274509804,-0.8353623188405797
DYDXUSDT,DYDX,TRADING,coin,1835,2021-09-09,2026-09-17,-0.9911171073934161,-0.9958638762250063
POLYUSDT,POLY,BREAK,coin,397,2021-09-09,2022-10-10,-0.6363145824902199,-0.7503703703703704
IDEXUSDT,IDEX,BREAK,coin,1666,2021-09-09,2026-04-01,-0.9960093049372318,-0.9988224852071006
VIDTUSDT,VIDT,BREAK,coin,1308,2021-09-09,2025-04-16,-0.998762109795479,-0.9991901408450704
USDPUSDT,USDP,TRADING,stablecoin,1669,2021-09-10,2026-09-17,-0.0013999999999999568,-0.5006999999999999
GALAUSDT,GALA,TRADING,coin,1831,2021-09-13,2026-09-17,-0.9610887523829698,-0.9978164225941423
ILVUSDT,ILV,TRADING,coin,1822,2021-09-22,2026-09-17,-0.9938472807178172,-0.9982590673575129
YGGUSDT,YGG,TRADING,coin,1820,2021-09-24,2026-09-17,-0.9967371258334515,-0.998
SYSUSDT,SYS,BREAK,coin,1707,2021-09-24,2026-05-27,-0.9928731224033237,-0.9983233082706767
DFUSDT,DF,BREAK,coin,1604,2021-09-24,2026-02-13,-0.9940943464169968,-0.9953142857142857
FIDAUSDT,FIDA,TRADING,coin,1814,2021-09-30,2026-09-17,-0.9968053024026512,-0.9998204256508173
FRONTUSDT,FRONT,BREAK,coin,1059,2021-10-04,2024-08-27,-0.32988120621382877,-0.7142671602052082
CVPUSDT,CVP,BREAK,coin,1058,2021-10-04,2024-08-26,-0.9862307067424858,-0.9896646341463414
AGLDUSDT,AGLD,TRADING,coin,1809,2021-10-05,2026-09-17,-0.9630866807610994,-0.967886702225492
RADUSDT,RAD,TRADING,coin,1807,2021-10-07,2026-09-17,-0.9871538204871538,-0.9924262295081967
BETAUSDT,BETA,BREAK,coin,1287,2021-10-08,2025-04-16,-0.9998885448916409,-0.9999242105263157
RAREUSDT,RARE,TRADING,coin,1803,2021-10-11,2026-09-17,-0.9954239937475576,-0.997658
LAZIOUSDT,LAZIO,TRADING,coin,1793,2021-10-21,2026-09-17,-0.9841290322580645,-0.99631
CHESSUSDT,CHESS,BREAK,coin,1576,2021-10-22,2026-02-13,-0.9993913796837773,-0.9996945652173913
ADXUSDT,ADX,TRADING,coin,1785,2021-10-29,2026-09-17,-0.9501418378750107,-0.9698951520813869
AUCTIONUSDT,AUCTION,TRADING,coin,1785,2021-10-29,2026-09-17,-0.9127353556485356,-0.9511491728883034
DARUSDT,DAR,BREAK,coin,1160,2021-11-04,2025-01-06,-0.9343062158964007,-0.9870791589756899
BNXUSDT,BNX,BREAK,coin,1226,2021-11-04,2025-03-18,-0.9864391171993911,-0.9922526086956521
RGTUSDT,RGT,BREAK,coin,130,2021-11-05,2022-03-14,-0.6411530815109344,-0.8123456790123457
MOVRUSDT,MOVR,TRADING,coin,1775,2021-11-08,2026-09-17,-0.9979649835067241,-0.9985148148148149
CITYUSDT,CITY,TRADING,coin,1773,2021-11-10,2026-09-17,-0.9784841075794621,-0.9933584905660378
ENSUSDT,ENS,TRADING,coin,1773,2021-11-10,2026-09-17,-0.9223787591438635,-0.95225
KP3RUSDT,KP3R,BREAK,coin,1091,2021-11-12,2024-11-06,-0.9889438268581817,-0.9920193704600484
QIUSDT,QI,TRADING,coin,1768,2021-11-15,2026-09-17,-0.9941340254837188,-0.9967486267329323
PORTOUSDT,PORTO,TRADING,coin,1767,2021-11-16,2026-09-17,-0.9456822835119836,-0.989029433227925
POWRUSDT,POWR,TRADING,coin,1766,2021-11-17,2026-09-17,-0.9109271987656052,-0.9475206611570248
VGXUSDT,VGX,BREAK,coin,1009,2021-11-22,2024-08-26,-0.9965244255647808,-0.9969061533172912
JASMYUSDT,JASMY,TRADING,coin,1761,2021-11-22,2026-09-17,-0.9833896872358411,-0.9892299260071252
AMPUSDT,AMP,TRADING,coin,1760,2021-11-23,2026-09-17,-0.9937783446712019,-0.9945125
PLAUSDT,PLA,BREAK,coin,826,2021-11-23,2024-02-26,-0.9143117926250457,-0.9310517038777908
PYRUSDT,PYR,BREAK,coin,1726,2021-11-26,2026-08-17,-0.9994166666666666,-0.99958
RNDRUSDT,RNDR,BREAK,coin,969,2021-11-27,2024-07-22,-0.058902275769745605,-0.4919786096256684
ALCXUSDT,ALCX,BREAK,coin,1684,2021-11-30,2026-07-10,-0.9950221527234819,-0.995829694323144
SANTOSUSDT,SANTOS,TRADING,coin,1752,2021-12-01,2026-09-17,-0.9535062439961576,-0.9865529408496096
MCUSDT,MC,BREAK,coin,706,2021-12-02,2023-11-07,-0.9478992497320472,-0.9617244094488189
ANYUSDT,ANY,BREAK,coin,117,2021-12-04,2022-03-30,-0.36203319502074693,-0.6446113839930656
BICOUSDT,BICO,TRADING,coin,1744,2021-12-09,2026-09-17,-0.9968183316848005,-0.9975871983997999
FLUXUSDT,FLUX,TRADING,coin,1743,2021-12-10,2026-09-17,-0.9708652792990142,-0.98936
FXSUSDT,FXS,BREAK,coin,1496,2021-12-10,2026-01-13,-0.9585206375153249,-0.9823093681917211
VOXELUSDT,VOXEL,BREAK,coin,1465,2021-12-14,2025-12-17,-0.9950617283950617,-0.9979856115107913
HIGHUSDT,HIGH,BREAK,coin,1646,2021-12-17,2026-06-19,-0.9982555156490508,-0.9992272727272727
CVXUSDT,CVX,TRADING,coin,1730,2021-12-23,2026-09-17,-0.9565745111260957,-0.9693333333333334
PEOPLEUSDT,PEOPLE,TRADING,coin,1730,2021-12-23,2026-09-17,-0.9502082093991672,-0.9581500000000001
OOKIUSDT,OOKI,BREAK,coin,1049,2021-12-24,2024-11-06,-0.9972775108670785,-0.9999338888888889
SPELLUSDT,SPELL,TRADING,coin,1729,2021-12-24,2026-09-17,-0.9962322166131253,-0.9970782918149467
USTUSDT,UST,BREAK,coin,141,2021-12-24,2022-05-13,-0.7546870945204112,-0.7952524158613795
JOEUSDT,JOE,TRADING,coin,1725,2021-12-28,2026-09-17,-0.9877749576988155,-0.9896415770609319
ACHUSDT,ACH,TRADING,coin,1712,2022-01-10,2026-09-17,-0.9358137242823703,-0.9468367346938775
IMXUSDT,IMX,TRADING,coin,1712,2022-01-10,2026-09-17,-0.967838266384778,-0.9739901688394956
GLMRUSDT,GLMR,TRADING,coin,1711,2022-01-11,2026-09-17,-0.9995084631347351,-0.9998843529411765
LOKAUSDT,LOKA,BREAK,coin,1286,2022-01-20,2025-07-28,-0.9481341719077568,-0.9775090909090909
SCRTUSDT,SCRT,BREAK,coin,1687,2022-01-21,2026-09-03,-0.9988638182109137,-0.9992755102040817
API3USDT,API3,TRADING,coin,1701,2022-01-21,2026-09-17,-0.9498501070663812,-0.9760090145461996
BTTCUSDT,BTTC,TRADING,coin,1697,2022-01-25,2026-09-17,-0.8413461538461539,-0.8705882352941177
ACAUSDT,ACA,BREAK,coin,1481,2022-01-25,2026-02-13,-0.9991049229239185,-0.9993571428571428
ANCUSDT,ANC,BREAK,coin,337,2022-01-25,2022-12-27,-0.9805373687461396,-0.9949095315024232
XNOUSDT,XNO,TRADING,coin,1694,2022-01-28,2026-09-17,-0.8612084063047285,-0.9185089974293059
WOOUSDT,WOO,TRADING,coin,1683,2022-02-08,2026-09-17,-0.9859690532389195,-0.9878270762229806
ALPINEUSDT,ALPINE,TRADING,coin,1670,2022-02-21,2026-09-17,-0.9406653562834102,-0.9829995526198058
TUSDT,T,TRADING,coin,1666,2022-02-25,2026-09-17,-0.9646399999999999,-0.9810055865921787
ASTRUSDT,ASTR,TRADING,coin,1663,2022-02-28,2026-09-17,-0.9527238239757208,-0.9815759905381432
GMTUSDT,GMT,TRADING,coin,1654,2022-03-09,2026-09-17,-0.9460111597044186,-0.998286470536148
KDAUSDT,KDA,BREAK,coin,1343,2022-03-11,2025-11-12,-0.9990801778322858,-0.9993798449612403
APEUSDT,APE,TRADING,coin,1646,2022-03-17,2026-09-17,-0.9847755657808245,-0.9953678571428571
BSWUSDT,BSW,BREAK,coin,1202,2022-03-21,2025-07-04,-0.9869555089680876,-0.9948148148148148
BIFIUSDT,BIFI,BREAK,coin,1484,2022-04-01,2026-04-23,-0.9800856132514424,-0.9957489074294795
MULTIUSDT,MULTI,BREAK,coin,686,2022-04-06,2024-02-20,-0.9544013121924549,-0.9673581213307241
STEEMUSDT,STEEM,TRADING,coin,1610,2022-04-22,2026-09-17,-0.8951578539608754,-0.919063995215311
MOBUSDT,MOB,BREAK,coin,706,2022-04-29,2024-04-03,-0.985955816050496,-0.9930777777777777
NEXOUSDT,NEXO,TRADING,coin,1603,2022-04-29,2026-09-17,-0.6544368600682593,-0.8396039603960396
REIUSDT,REI,BREAK,coin,1324,2022-05-04,2025-12-17,-0.9668046357615894,-0.9887089961987893
GALUSDT,GAL,BREAK,coin,803,2022-05-05,2024-07-15,-0.8537399309551208,-0.98729
LDOUSDT,LDO,TRADING,coin,1593,2022-05-09,2026-09-17,-0.82125,-0.9114660723130262
EPXUSDT,EPX,BREAK,coin,827,2022-05-23,2024-08-26,-0.9882779456193354,-0.9938993710691824
OPUSDT,OP,TRADING,coin,1570,2022-06-01,2026-09-17,-0.9181006493506494,-0.9792600205549846
LEVERUSDT,LEVER,BREAK,coin,1088,2022-07-13,2025-07-04,-0.8698884758364313,-0.9674721189591078
STGUSDT,STG,TRADING,coin,1491,2022-08-19,2026-09-17,-0.8226361371455688,-0.8920031785017699
LUNCUSDT,LUNC,TRADING,coin,1470,2022-09-09,2026-09-17,-0.883138641969563,-0.9225
GMXUSDT,GMX,TRADING,coin,1444,2022-10-05,2026-09-17,-0.8556842725309248,-0.9195842450765864
NEBLUSDT,NEBL,BREAK,coin,187,2022-10-14,2023-04-18,-0.8847402597402597,-0.9096002037178508
POLYXUSDT,POLYX,TRADING,coin,1432,2022-10-17,2026-09-17,-0.8863499699338545,-0.95009900990099
APTUSDT,APT,TRADING,coin,1430,2022-10-19,2026-09-17,-0.9203628068354119,-0.99417
OSMOUSDT,OSMO,TRADING,coin,1421,2022-10-28,2026-09-17,-0.9796476306196841,-0.99732
HFTUSDT,HFT,BREAK,coin,1380,2022-11-07,2026-08-17,-0.9931017754923838,-0.9997968571428572
PHBUSDT,PHB,BREAK,coin,1287,2022-11-18,2026-05-27,-0.9635568513119533,-0.9963846710050615
HOOKUSDT,HOOK,BREAK,coin,1218,2022-12-01,2026-04-01,-0.996937092594047,-0.99844
MAGICUSDT,MAGIC,TRADING,coin,1376,2022-12-12,2026-09-17,-0.9433912929794744,-0.9814147137093313
HIFIUSDT,HIFI,BREAK,coin,980,2023-01-12,2025-09-17,-0.7501475506590596,-0.9518063145112325
RPLUSDT,RPL,TRADING,coin,1339,2023-01-18,2026-09-17,-0.9469504447268107,-0.9744335578689528
PROSUSDT,PROS,BREAK,coin,811,2023-01-27,2025-04-16,-0.9471215351812367,-0.9682648012284593
AGIXUSDT,AGIX,BREAK,coin,501,2023-02-17,2024-07-01,0.4057456792949523,-0.5828125
GNSUSDT,GNS,TRADING,coin,1309,2023-02-17,2026-09-17,-0.9597237085319583,-0.9701729106628242
SYNUSDT,SYN,TRADING,coin,1304,2023-02-22,2026-09-17,-0.8879458569599414,-0.9071818181818182
VIBUSDT,VIB,BREAK,coin,799,2023-02-24,2025-05-02,-0.9809564474807857,-0.9873295454545454
SSVUSDT,SSV,TRADING,coin,1302,2023-02-24,2026-09-17,-0.925442536327609,-0.971204081632653
LQTYUSDT,LQTY,TRADING,coin,1298,2023-02-28,2026-09-17,-0.906555863342567,-0.9475647668393783
AMBUSDT,AMB,BREAK,coin,725,2023-03-03,2025-02-24,-0.985239852398524,-0.9882783882783883
BETHUSDT,BETH,BREAK,coin,223,2023-03-03,2023-10-11,0.009823960340788807,-0.2703844350679794
USTCUSDT,USTC,TRADING,coin,1288,2023-03-10,2026-09-17,-0.7608868922541845,-0.9323076923076923
GASUSDT,GAS,TRADING,coin,1281,2023-03-17,2026-09-17,-0.6735833998403831,-0.95897144385742
GLMUSDT,GLM,TRADING,coin,1281,2023-03-17,2026-09-17,-0.5725278953443632,-0.8566451612903225
PROMUSDT,PROM,TRADING,coin,1281,2023-03-17,2026-09-17,-0.0627147766323024,-0.6678236511996103
QKCUSDT,QKC,TRADING,coin,1281,2023-03-17,2026-09-17,-0.7955889809024843,-0.8874883720930232
UFTUSDT,UFT,BREAK,coin,762,2023-03-17,2025-04-16,-0.9805973403095706,-0.9894512267393624
IDUSDT,ID,TRADING,coin,1276,2023-03-22,2026-09-17,-0.9215252152521525,-0.98724
ARBUSDT,ARB,TRADING,coin,1275,2023-03-23,2026-09-17,-0.8646440190663539,-0.9262268041237114
LOOMUSDT,LOOM,BREAK,coin,522,2023-03-24,2024-08-26,-0.2819560047562426,-0.90338
OAXUSDT,OAX,BREAK,coin,628,2023-03-24,2024-12-10,-0.9197669206633796,-0.9346715328467153
RDNTUSDT,RDNT,BREAK,coin,1099,2023-03-30,2026-04-01,-0.9915767847971237,-0.9933870967741936
WBTCUSDT,WBTC,TRADING,coin,1239,2023-04-28,2026-09-17,1.602216623554507,-0.39340010425293637
EDUUSDT,EDU,TRADING,coin,1239,2023-04-28,2026-09-17,-0.9642229978358922,-0.9710324483775811
SUIUSDT,SUI,TRADING,coin,1234,2023-05-03,2026-09-17,-0.4744577625570776,-0.862797325237022
AERGOUSDT,AERGO,BREAK,coin,694,2023-05-05,2025-03-28,-0.5137825421133231,-0.8117402905425437
PEPEUSDT,PEPE,TRADING,coin,1232,2023-05-05,2026-09-17,-0.024128686327077764,-0.8716502115655853
FLOKIUSDT,FLOKI,TRADING,coin,1232,2023-05-05,2026-09-17,-0.496133751306165,-0.9309169054441261
ASTUSDT,AST,BREAK,coin,680,2023-05-19,2025-03-28,-0.8647668393782384,-0.9067857142857143
SNTUSDT,SNT,BREAK,coin,699,2023-05-19,2025-04-16,0.0945674044265592,-0.6873563218390805
COMBOUSDT,COMBO,BREAK,coin,666,2023-06-02,2025-03-28,-0.9847513812154696,-0.9859898477157361
MAVUSDT,MAV,TRADING,coin,1178,2023-06-28,2026-09-17,-0.9805087987758225,-0.9948535353535354
PENDLEUSDT,PENDLE,TRADING,coin,1173,2023-07-03,2026-09-17,1.7365339578454337,-0.6899584753970044
ARKMUSDT,ARKM,TRADING,coin,1158,2023-07-18,2026-09-17,-0.8449612403100776,-0.9744763906613617
WBETHUSDT,WBETH,TRADING,coin,1157,2023-07-19,2026-09-17,0.4228364300177303,-0.6462070836583336
WLDUSDT,WLD,TRADING,coin,1152,2023-07-24,2026-09-17,-0.8244794076816289,-0.968317741396592
FDUSDUSDT,FDUSD,TRADING,stablecoin,1150,2023-07-26,2026-09-17,-0.0018984812150278918,-0.16938300349243296
SEIUSDT,SEI,TRADING,coin,1130,2023-08-15,2026-09-17,-0.7546674119619899,-0.9616681222707424
CYBERUSDT,CYBER,TRADING,coin,1130,2023-08-15,2026-09-17,-0.9404736505227225,-0.9843170320404722
ARKUSDT,ARK,TRADING,coin,1092,2023-09-22,2026-09-17,-0.7749101600784057,-0.9417212941425248
CREAMUSDT,CREAM,BREAK,coin,573,2023-09-22,2025-04-16,-0.8169136878814298,-0.9785648667959579
GFTUSDT,GFT,BREAK,coin,439,2023-09-22,2024-12-03,-0.8596993557623479,-0.9701082812261705
IQUSDT,IQ,TRADING,coin,1092,2023-09-22,2026-09-17,-0.8468926553672316,-0.966639310627821
NTRNUSDT,NTRN,BREAK,coin,905,2023-10-10,2026-04-01,-0.9958148051268637,-0.9992040592975824
TIAUSDT,TIA,TRADING,coin,1053,2023-10-31,2026-09-17,-0.8448200175592625,-0.9832793321192914
MEMEUSDT,MEME,TRADING,coin,1050,2023-11-03,2026-09-17,-0.9799297924297924,-0.99474
ORDIUSDT,ORDI,TRADING,coin,1046,2023-11-07,2026-09-17,-0.6944566975444788,-0.9571546391752578
BEAMXUSDT,BEAMX,TRADING,coin,1039,2023-11-14,2026-09-17,-0.7713052858683926,-0.96177511325475
PIVXUSDT,PIVX,BREAK,coin,1006,2023-11-16,2026-08-17,-0.9828136073706591,-0.9849027237354085
VICUSDT,VIC,BREAK,coin,998,2023-11-24,2026-08-17,-0.9938449240607514,-0.994776119402985
BLURUSDT,BLUR,TRADING,coin,1029,2023-11-24,2026-09-17,-0.9733497840838988,-0.9792830595851816
VANRYUSDT,VANRY,BREAK,coin,991,2023-12-01,2026-08-17,-0.9890855457227139,-0.9980716109866055
AEURUSDT,AEUR,BREAK,stablecoin,969,2023-12-04,2026-07-31,0.05630942490538193,-0.6730571428571428
JTOUSDT,JTO,TRADING,coin,1016,2023-12-07,2026-09-17,-0.8127924465240641,-0.9159271280887071
1000SATSUSDT,1000SATS,TRADING,coin,1011,2023-12-12,2026-09-17,-0.9813519391083726,-0.9890857021637675
BONKUSDT,BONK,TRADING,coin,1008,2023-12-15,2026-09-17,-0.8857985672144965,-0.9565008025682183
ACEUSDT,ACE,TRADING,coin,1005,2023-12-18,2026-09-17,-0.9890386278466416,-0.9911826086956522
NFPUSDT,NFP,BREAK,coin,927,2023-12-27,2026-07-10,-0.9984310122138331,-0.9990372340425532
AIUSDT,AI,TRADING,coin,988,2024-01-04,2026-09-17,-0.9861283610497282,-0.9933333333333333
XAIUSDT,XAI,TRADING,coin,983,2024-01-09,2026-09-17,-0.9881697171381032,-0.9956566890653634
MANTAUSDT,MANTA,TRADING,coin,974,2024-01-18,2026-09-17,-0.9728954096321717,-0.9855996084189916
ALTUSDT,ALT,TRADING,coin,967,2024-01-25,2026-09-17,-0.9797006229274491,-0.9905755395683453
JUPUSDT,JUP,TRADING,coin,961,2024-01-31,2026-09-17,-0.6477255553876379,-0.8738363282095691
PYTHUSDT,PYTH,TRADING,coin,959,2024-02-02,2026-09-17,-0.8838669438669439,-0.9518780151619572
